uid;fb_id;f_id;kb_id;ha_id;k_id;code;aufbau;zyklus;aufzaehlungspunkt;strukturtyp;sprache;bezeichnung
101A36a3fbC2AERpLs9pa2x66kAVqhT45.a00;1;21;5;3;1;;1;3;00;Aufzaehlungspunkt;DE;können sich meist so ausdrücken, dass die Aussprache gut verständlich ist und die Intonation dem Inhalt entspricht.
1014GA4ChGmcf27aK4ypaFwAE2mKCGMUV.a00;1;21;5;4;1;;1;3;00;Aufzaehlungspunkt;DE;können beim Sprechen und Schreiben einfache grammatische Strukturen verwenden, machen dabei aber teilweise noch Fehler (z.B. Wortfolge in einfachen Aussagesätzen und Fragen, Verben mit zwei Objekten, unregelmässige Pluralformen, häufige Präpositionen).
1011349904419NPVZ2vTbWUAzrScgwhHr.a00;1;21;5;4;2;;1;2;00;Aufzaehlungspunkt;DE;können unter Anleitung einzelne grammatische Strukturen erforschen, gegebenenfalls mit anderen Sprachen vergleichen und darüber auf Deutsch Vermutungen anstellen (z.B. Singular-Pluralform, bestimmter/unbestimmter Artikel, Wortstellung in einem Fragesatz).
1011349904403hNU9vwVfAgsHFsmCXP8C.a00;1;21;5;4;2;;1;3;00;Aufzaehlungspunkt;DE;können unter Anleitung komplexere grammatische Strukturen untersuchen, mit anderen Sprachen vergleichen und Regeln ableiten (z.B. Zeitform, einfache Konjugation).
101gxnSZ8EGV39Yk5KCnCJxvzTEBDaD3k.a00;1;21;5;5;1;;1;3;00;Aufzaehlungspunkt;DE;können Texte zu allgemeinen Themen angemessen korrekt schreiben, auffällige Rechtschreibefehler sind selten.
1011349904404B2Kht9hhyJMK36Fe5tMG.a01;1;21;5;5;2;;1;2;01;Aufzaehlungspunkt;DE;können eigene Fehler mithilfe von Textvorlagen erkennen und korrigieren.
1011349904412CkJwtG3NnXstpXWSYwqC.a01;1;21;5;5;2;;1;3;01;Aufzaehlungspunkt;DE;können die Rechtschreibung überprüfen (z.B. mithilfe eines Wörterbuchs).
1011349905289wHRsrJnM4G7dqakMBwL5.a01;1;32;1;1;1;;1;2;01;Aufzaehlungspunkt;DE;können einfachen kurzen Texten grundlegende Informationen entnehmen, wenn langsam, deutlich und mit Pausen gesprochen wird (z.B. Spielanleitung, kleines Experiment).
1011349905291EadDX9ULgmq5GKXLpUuC.a01;1;32;1;1;1;;1;3;01;Aufzaehlungspunkt;DE;können detaillierte Anweisungen genau verstehen (z.B. Spielanleitung).
101sLawN3SEv9RKGYYAKca86mCmqTrym2.a00;1;32;1;1;2;;1;2;00;Aufzaehlungspunkt;DE;können in einen langsam und deutlich vorgelesenen/gesprochenen Hörtext eintauchen (z.B. einfaches Hörbuch, Geschichte).
101UU4GHGm4VDtuL8fe3BxXtznDLk9pk9.a00;1;32;1;1;2;;1;3;00;Aufzaehlungspunkt;DE;können in Hörtexten einzelne ästhetische Gestaltungsmittel entdecken und auf Deutsch beschreiben (z.B. Slam Poetry, Sketch).
1011349905295ZfKZcPvR57ecdqnre822.a00;1;32;1;3;1;;1;3;00;Aufzaehlungspunkt;DE;können längere, klar aufgebaute Gespräche und Hörtexte zu Themen des Alltagslebens verstehen und die Hauptaussagen oder Einzelinformationen sinngemäss mündlich oder schriftlich auf Deutsch wiedergeben (z.B. Interview, Treffen mit Partnerklasse).
1011349905293z4kwhfp3TuYNdVtWv4g5.a00;1;32;1;3;1;;1;3;00;Aufzaehlungspunkt;DE;können in einem einfachen Gespräch mit einer Französisch sprechenden Person (z.B. Austauschschülerin oder -schüler) einfache, kurze Fragen und Informationen zur Person oder zu alltäglichen Situationen verstehen und sinngemäss mündlich auf Englisch wiedergeben (z.B. Herkunft, Hobby, Interessen). Voraussetzung ist, dass die Französisch sprechende Person deutlich spricht und bereit ist zu helfen.
1011349905297EtDAJHptTLPz6KPA6GuX.a00;1;32;2;1;1;;1;2;00;Aufzaehlungspunkt;DE;können einzelne Ausdrücke mithilfe von Illustrationen verstehen (z.B. Flyer, Bilderrätsel, Reim).
1011349905300bnaf9MALyurERxeEyatP.a00;1;32;2;1;1;;1;2;00;Aufzaehlungspunkt;DE;können einfache kurze Texte mithilfe von Illustrationen verstehen (Bildergeschichte, Bande dessinée).
1011349905306d5u3z3GdFcfwTvgM3C2M.a02;1;32;2;1;1;;1;3;02;Aufzaehlungspunkt;DE;können in unkomplizierten Texten zu Themen, die sie interessieren oder zu denen sie Vorkenntnisse haben, die Hauptaussagen verstehen (z.B. Reisebericht, Briefaustausch).
1011349905297JkTkCUpH7c3zrGw3qdYn.a00;1;32;2;3;1;;1;3;00;Aufzaehlungspunkt;DE;können die Hauptaussagen oder Einzelinformationen aus einfachen, kurzen Texten verstehen und sinngemäss mündlich oder schriftlich auf Deutsch wiedergeben (z.B. E-Mail, Sachtext, Liedtext). Voraussetzung ist, dass es sich um vertraute Themen handelt (z.B. Schule, Freizeit, Tiere).
1011349905298vZ75XRB45fh3hzCUSAuh.a00;1;32;3;1;1;;1;3;00;Aufzaehlungspunkt;DE;können zu vertrauten Themen auf einfache Art Informationen austauschen (z.B. Mode, Film, Musik).
1011349905298vZ75XRB45fh3hzCUSAuh.a02;1;32;3;1;1;;1;3;02;Aufzaehlungspunkt;DE;können einfache Telefongespräche führen.
1011349905290BMaR97TVMKUdPrFfdDSm.a03;1;32;3;1;1;;1;3;03;Aufzaehlungspunkt;DE;können sich in alltäglichen Situationen beschweren (z.B. defektes Produkt).
1011349905290DE2cvtfVK6qamBEmHvke.a02;1;32;3;2;1;;1;2;02;Aufzaehlungspunkt;DE;können mit einfachen Worten über sich selber sprechen (z.B. Name, Alter, Befindlichkeit).
1011349905295EHhDZhyAzMcFVSVMPX4F.a02;1;32;3;2;1;;1;2;02;Aufzaehlungspunkt;DE;können sich über Vorlieben und Abneigungen zu sehr vertrauten Themen äussern (z.B. Essen, Farben, Kleidung).
1011349905294HtUdsfuWeqkdrX4nf876.a02;1;32;3;2;1;;1;3;02;Aufzaehlungspunkt;DE;können vertraute Dinge und Sachverhalte kurz beschreiben (z.B. Tier, Feiertag, Umgebung).
1011349905289NJNhN3CufKSPsMbd5PFg.a01;1;32;3;2;1;;1;3;01;Aufzaehlungspunkt;DE;können ihre Ansichten, Vermutungen und Pläne kurz erklären und begründen (z.B. Ausflug, Reise).
1011349905296A5gCyJYa2bh2T7hemfaw.a01;1;32;3;2;1;;1;3;01;Aufzaehlungspunkt;DE;können ihre Meinung mitteilen und begründen (z.B. Berufswünsche).
101d3mX8Hwmcs4RMMV9ZucVrPNCt62fd9.a00;1;32;3;2;2;;1;3;00;Aufzaehlungspunkt;DE;können Texte kreativ gestalten und eine ästhetische Wirkung erzielen (z.B. Sketch, kurze Geschichte).
101y4rP3RsnssEKmL8bT5J59qcAS7Jqew.a00;1;32;3;2;2;;1;3;00;Aufzaehlungspunkt;DE;können Texte bewusst gestalten und inszenieren und sich auf Deutsch über die Wirkung austauschen (z.B. Slam Poetry, Geschichte, Szene aus einem Theaterstück).
1011349905294mHEBgRnVy2XCHHN3gTq7.a01;1;32;3;3;1;;1;2;01;Aufzaehlungspunkt;DE;können unter Anleitung mitteilen, welche Sprechstrategien hilfreich sind.
1011349905289Z9wNzeHMcmHhuXPH5YLG.a00;1;32;3;3;1;;1;2;00;Aufzaehlungspunkt;DE;können Sprechstrategien einsetzen, wenn sie dabei teilweise unterstützt werden, und sich über deren Nutzen austauschen (z. B. zur Erstsprache wechseln, Verstehen oder Nichtverstehen signalisieren, Textbausteine und Notizen nutzen).
1011349905295JR8SyvWT3t4HWJeaRNyZ.a01;1;32;4;1;1;;1;3;01;Aufzaehlungspunkt;DE;können sich einfache Notizen machen und kurze Mitteilungen verfassen (z.B. Sachverhalt, Wegbeschreibung zu Skizze, Einladung).
1011349905291bwGmEgDWwn3b4Ru94xJf.a00;1;32;4;1;1;;1;3;00;Aufzaehlungspunkt;DE;können mit einfachen Sätzen kurze Geschichten erzählen (z.B. zu einer Bildergeschichte).
1011349905291bwGmEgDWwn3b4Ru94xJf.a02;1;32;4;1;1;;1;3;02;Aufzaehlungspunkt;DE;können Gleichaltrige auf einfache Weise über sich selbst oder alltägliche Dinge informieren und auf solche Informationen reagieren (z.B. Lebenslauf, Wandzeitung, Anzeige).
101ZArxnzvMa3Nza33ecataUGLCzGTFAY.a00;1;32;4;1;2;;1;3;00;Aufzaehlungspunkt;DE;können in eigenen Texten mit einfachen Gestaltungsmitteln eine ästhetische Wirkung erzielen (z.B. Gedicht, Bande dessinée, Bildgeschichte).
1011349905300Rr45qZUCpEy6bgMTF3Tt.a00;1;32;4;3;1;;1;2;00;Aufzaehlungspunkt;DE;können zu einfachen schriftlichen Texten auf Deutsch (z.B. Einladung, einfache Sachtexte) Stichworte auf Französisch festhalten.
101rTNJL7VT4zxf8xGhVpq6LyTh9XNxay.a00;1;32;4;3;1;;1;3;00;Aufzaehlungspunkt;DE;können Hauptaussagen oder Einzelinformationen aus einfachen und kurzen schriftlichen Mitteilungen in Englisch mit einfachen Sätzen und Wendungen sinngemäss auf Französisch wiedergeben. Voraussetzung ist, dass es sich um vertraute, konkrete Themen handelt.
1011349905292mEZFD8SewfT82uFLRMJt.a01;1;32;5;1;2;;1;3;01;Aufzaehlungspunkt;DE;können sprachliche Phänomene in verschiedenen Sprachen vergleichen (z.B. Herkunft von Wörtern, Lehnwörter, Internationalismen).
1011349905289UJhJUnGkw6N95E5wCkmT.a00;1;32;5;2;1;;1;2;00;Aufzaehlungspunkt;DE;verfügen über ein elementares Repertoire an häufigen Wörtern und Wendungen, das ihnen erlaubt, einfache Texte zu alltäglichen Themen zu verfassen sowie an einfachen Gesprächen aktiv teilzunehmen.
1011349905302uTaNbccgcMr6m3kqc4xf.a00;1;32;5;2;1;;1;3;00;Aufzaehlungspunkt;DE;verfügen über ein genügend grosses Repertoire an Wörtern und Wendungen, das ihnen erlaubt, Texte zu allgemeineren Themen zu verfassen sowie an routinemässigen Gesprächen aktiv teilzunehmen.
1011349905299RSTWcUMFRqT2tm4ZM6KY.a00;1;32;5;3;1;;1;2;00;Aufzaehlungspunkt;DE;können häufige Konventionen der Aussprache und Intonation so anwenden, dass sie beim Sprechen und lauten Lesen verstanden werden.
1011349905306kqzCsbmpYEypFhzswLpS.a00;1;32;5;4;1;;1;2;00;Aufzaehlungspunkt;DE;können beim Sprechen und Schreiben mit Unterstützung sehr einfache grammatische Strukturen verwenden, machen aber je nach Unterstützungsgrad noch häufig Fehler (z.B. regelmässige Pluralform, einzelne Konjugationsformen).
1011349905291XCckUJrDwNmeCs2bFt9M.a00;1;32;5;4;1;;1;23;00;Aufzaehlungspunkt;DE;können beim Sprechen und Schreiben einige einfache grammatische Strukturen verwenden, machen dabei aber noch Fehler (z.B. Konjugationsformen wichtiger Verben, Personalpronomen in Subjektstellung, einfache Frage   mit Fragewort).
1011349905291XCckUJrDwNmeCs2bFt9M.a01;1;32;5;4;1;;1;23;01;Aufzaehlungspunkt;DE;können auf bestimmte Situationen bezogene grammatische Strukturen mit Unterstützung erkennen und für das Verständnis nutzen (z.B. Zeitangaben, Ortsangaben).
101fx375d9D7EwP7M9F5PyfPV7BAubnXN.a00;1;32;5;5;2;;1;2;00;Aufzaehlungspunkt;DE;können unter Anleitung elementare Rechtschreibregeln wahrnehmen (z.B. é, Schreibung von Nasallauten).
1017DtdRhJJBVGuGwYCx3BLRKKkrKZZnZ.a01;1;32;5;6;1;;1;3;01;Aufzaehlungspunkt;DE;können auch ausserschulische Lerngelegenheiten erkennen und nutzen (z.B. Internet, Begegnungen, Medien).
1011349905303Nzu3avYJL5x7rEXs3gwd.a02;1;32;6;2;1;;1;3;02;Aufzaehlungspunkt;DE;können aufgrund der erworbenen kulturellen Erfahrungen ihre Haltung gegenüber Klischees formulieren und diskutieren.
101uyeCZDAKfEAJFkggFMwX6Wn83SXGqH.a00;1;41;1;1;1;;1;3;00;Aufzaehlungspunkt;DE;können vertraute Wörter, ganz einfache Informationen, einfache Aufgaben und Anleitungen verstehen, wenn deutlich gesprochen wird und wenn Illustrationen oder Gestik und Mimik dabei helfen (z.B. Dialog, Lied, Anweisung).
101SHSGscrGvnmk3eTA8byxBJLmNyXFb7.a02;1;41;1;1;1;;1;3;02;Aufzaehlungspunkt;DE;können kurze Gespräche über vertraute Themen verstehen, wenn langsam und deutlich gesprochen wird (z.B. Schule, Familie, Freizeit).
1014pJwA3CfkkzM7Twgr4rkMxJtkCqJVC.a01;1;41;1;1;1;;1;3;01;Aufzaehlungspunkt;DE;können in kurzen, einfachen und klaren Durchsagen die Hauptinformation oder Einzelinformationen verstehen (z.B. Wettervorhersage, Sportresultat).
101P5dJa9W36y5rJc3zYugNN2HJHmMu9X.a02;1;41;1;1;1;;1;3;02;Aufzaehlungspunkt;DE;können in längeren Gesprächen über vertraute Themen meistens verstehen, worum es geht, wenn deutlich gesprochen wird (z.B. Interview, Telefongespräch, persönliche Begegnung).
101Aawh2BwLepFGycNeD5rvye4YCVPD5q.a00;1;41;1;1;2;;1;3;00;Aufzaehlungspunkt;DE;können in einen langsam und deutlich vorgelesenen/gesprochenen Hörtext eintauchen (z.B. einfaches Hörbuch, Geschichte).
101UcWdLmxSvCZgAGrCDHDgvf6dfgN2Yh.a00;1;41;1;2;1;;1;3;00;Aufzaehlungspunkt;DE;können einzelne Wörter heraushören, die aus anderen Sprachen bekannt sind (z.B. Parallelwörter, bekannte Wörter, Namen, Zahlen).
101gxb6KVzaCfXnEwtUaz5hfeeSxGW2L9.a01;1;41;1;3;1;;1;3;01;Aufzaehlungspunkt;DE;können Einzelinformationen von Lautsprecherdurchsagen und Mitteilungen  (z.B. Verspätungsmeldung, Hausaufgabe, Fernsehnachricht) sowie die Hauptaussagen eines kurzen Interviews verstehen und sinngemäss mündlich oder schriftlich auf Deutsch wiedergeben. Voraussetzung ist, dass langsam und deutlich gesprochen wird und es sich um ein vertrautes Thema handelt.
101yHLxhdMwL4R8rkeSJNYMubApFXt3nq.a00;1;41;2;1;1;;1;3;00;Aufzaehlungspunkt;DE;können eine kurze, klar aufgebaute Geschichte in groben Zügen verstehen, wenn das Thema vertraut ist (z.B. Handlung, wichtigste Akteure oder Figuren).
101yHLxhdMwL4R8rkeSJNYMubApFXt3nq.a01;1;41;2;1;1;;1;3;01;Aufzaehlungspunkt;DE;können aus kurzen, klar aufgebauten Texten zu vertrauten Themen grundlegende Informationen entnehmen (z.B. Liste, Kochrezept, Portrait).
1016drzevUHbh5zLeLzXgGef8Ce9uAdcq.a02;1;41;2;1;1;;1;3;02;Aufzaehlungspunkt;DE;können einfache persönliche Texte über vertraute Dinge verstehen (z.B. Brief, Blog).
101RvK6PztmTP39UMdg77Suuy7NzJJ2zk.a00;1;41;2;3;1;;1;3;00;Aufzaehlungspunkt;DE;können die Hauptaussagen aus kurzen und einfachen Mitteilungen (z.B. Schild, Plakat) verstehen und sinngemäss mündlich oder schriftlich auf Deutsch wiedergeben.
101AP2t3atFrdASrb76SDYDbUXFRnvFfe.a00;1;41;2;3;1;;1;3;00;Aufzaehlungspunkt;DE;können die Hauptaussagen oder Einzelinformationen aus einfachen, kurzen Texten verstehen und sinngemäss mündlich oder schriftlich auf Deutsch wiedergeben (z.B. E-Mail, Sachtext, Songtext). Voraussetzung ist, dass es sich um vertraute Themen handelt (z.B. Schule, Freizeit, Tiere).
101JW6tZnKUc984pBPnNdmWTd9bNBSNYv.a01;1;41;3;1;1;;1;3;01;Aufzaehlungspunkt;DE;können einfache Fragen zu vertrauten Themen stellen und mit einzelnen Wörtern, Ausdrücken oder kurzen Sätzen antworten (z.B. Datum, Zeit, Befinden, Farbe).
101pwDv8PGgELHqv45UespdKRcxkUyAym.a01;1;41;3;1;1;;1;3;01;Aufzaehlungspunkt;DE;können zu alltäglichen Aktivitäten Fragen stellen und beantworten (z.B. Freizeit, Reisen, Unterricht).
101c8aY7J2eLLr2P7tZUkg75EMnvF5tBM.a01;1;41;3;2;1;;1;3;01;Aufzaehlungspunkt;DE;können alltägliche und vertraute Dinge benennen (z.B. Schulgegenstände, Esswaren).
101cy6K2R9w5tfctNxbtsmxzTG5WNYTrp.a02;1;41;3;2;1;;1;3;02;Aufzaehlungspunkt;DE;können vertraute Dinge und Sachverhalte kurz beschreiben (z.B. Tier, Feiertag, Umgebung).
101cy6K2R9w5tfctNxbtsmxzTG5WNYTrp.a03;1;41;3;2;1;;1;3;03;Aufzaehlungspunkt;DE;können mit einfachen Worten alltägliche Ereignisse und persönliche Erfahrungen beschreiben und kurz begründen, was ihnen gefällt und was weniger (z.B. Ausflug, Party).
101q6yBU87WGTMMy7aJpfWAzgqDU9cRWe.a01;1;41;3;3;1;;1;3;01;Aufzaehlungspunkt;DE;können einige Fehler, die beim freien Sprechen auftreten, erkennen und sich selber korrigieren.
101T4TG9JCsCyFWepB9Xam4dedDDLAkXU.a01;1;41;3;4;1;;1;3;01;Aufzaehlungspunkt;DE;können Lautsprecherdurchsagen und kurze mündliche Mitteilungen auf Deutsch mit einfachen Sätzen und Wendungen sinngemäss auf Italienisch wiedergeben (z.B. Verspätungsmeldung, Wetterbericht).
101D8CJuCeDHnwNfdy4WXCkHYKVKaKHrR.a00;1;41;3;4;1;;1;3;00;Aufzaehlungspunkt;DE;können in einer Gesprächssituation zwischen einer französisch- bzw. englischsprachigen und einer italienischsprachigen Person sinngemäss vermitteln (z.B. einfache, kurze Fragen und Informationen zur Person oder zu alltäglichen Situationen).
1019p6RcnVARXk8LYzVrLJRWUNuvvz32w.a01;1;41;4;1;1;;1;3;01;Aufzaehlungspunkt;DE;können Formulare mit persönlichen Angaben ergänzen (z.B. Anmeldung).
1019p6RcnVARXk8LYzVrLJRWUNuvvz32w.a02;1;41;4;1;1;;1;3;02;Aufzaehlungspunkt;DE;können in kurzen, einfachen Sätzen Informationen über sich selbst geben (z.B. Name, Wohnort, Alter).
101uDeymtdpp4dWmSsxZJN9wwASKfuCTY.a01;1;41;4;1;1;;1;3;01;Aufzaehlungspunkt;DE;können sich einfache Notizen machen und kurze Mitteilungen verfassen (z.B. Sachverhalt, Wegbeschreibung zu Skizze, Einladung).
101kCLhnETPFNE8zmDe5DhtWfsMmugVtv.a02;1;41;4;1;1;;1;3;02;Aufzaehlungspunkt;DE;können Gleichaltrige auf einfache Weise über sich selbst oder alltägliche Dinge informieren und auf solche Informationen reagieren (z.B. Lebenslauf, Wandzeitung, Anzeige).
101LbcbAvf8qqyTRNhXvUkVtdXaz78tZJ.a01;1;41;4;2;1;;1;3;01;Aufzaehlungspunkt;DE;können mitteilen, welche Schreibstrategien hilfreich sind.
1013CVTR9XbkhTs2WhVZZV2nwe8Vkqfx7.a00;1;41;4;3;1;;1;3;00;Aufzaehlungspunkt;DE;können aus schriftlichen Texten auf Deutsch (z.B. Broschüre, E-Mail, Artikel in einer Zeitschrift) die wesentlichen Angaben sinngemäss auf Italienisch wiedergeben.
101XFNGv84hE5T4qF9zC6ndLDtTmeHeav.a00;1;41;5;1;1;;1;3;00;Aufzaehlungspunkt;DE;können, auch im Vergleich mit anderen Sprachen, im Italienischen verschiedene Register erkennen (z.B. formelle und informelle Sprache, Umgangssprache).
101PpkhFCYd8Y2VVWnd3GHsCm6cazRsM7.a00;1;41;5;1;1;;1;3;00;Aufzaehlungspunkt;DE;können Status und Rolle des Italienischen im Vergleich zu anderen Sprachen einschätzen und können erkennen, dass es verschiedene Färbungen und Dialekte der italienischen Sprache gibt.
1013vJUhSncsxaz4TCawKGXDtSxbNGv7e.a01;1;41;5;2;2;;1;3;01;Aufzaehlungspunkt;DE;können ausgehend vom bestehenden individuellen Wortschatz mithilfe von Hör-, Lesetexten und Gesprächen ihren produktiven Wortschatz erweitern.
101FNZSD48ALWAnnzcTenDvx2TwazFG9B.a01;1;41;5;2;2;;1;3;01;Aufzaehlungspunkt;DE;können Regeln der Wortbildung (auch sprachenübergreifend) erkennen und neue Wörter und Wendungen bilden (z.B. possibile/impossibile, cortese/scortese).
101EbTkMJreNk6h9hTK5uFwuuyudAhhpw.a00;1;41;5;3;2;;1;3;00;Aufzaehlungspunkt;DE;können durch unterschiedliche Betonung und Intonation die Wirksamkeit ihrer Aussage erkennen und steuern (z.B. Intonationsfrage, Befehlsformen).
101nYu4cxxJVMZqxJpY3FB3hUegRBcnA4.a00;1;41;5;4;1;;1;3;00;Aufzaehlungspunkt;DE;können beim Sprechen und Schreiben sehr einfache grammatische Strukturen intuitiv verwenden und dabei auf ihr Vorwissen aus den anderen Sprachen zurückgreifen, machen aber noch häufig Fehler (z.B. regelmässige Pluralform, erste Konjugationsformen).
1014NvtCPUuZKLxS4MKFHteAn7UDamARn.a01;1;41;5;4;1;;1;3;01;Aufzaehlungspunkt;DE;können auf bestimmte Situationen bezogene grammatische Strukturen mit Unterstützung erkennen und für das Verständnis nutzen (z.B. Zeitangaben, Ortsangaben).
101BP9qX7RSDVUCRr5qYacJr2ETyVkCk7.a00;1;41;5;4;1;;1;3;00;Aufzaehlungspunkt;DE;können beim Sprechen und Schreiben einfache grammatische Strukturen verwenden, machen dabei aber teilweise noch Fehler (z.B. häufige Konjugationsformen, Hilfs- und Modalverben, Wortfolge, Präpositionen).
101qbammaXF8rLsWYnhYbGnpkFL5VNC6S.a00;1;41;5;4;2;;1;3;00;Aufzaehlungspunkt;DE;können unter Anleitung einzelne grammatische Strukturen erforschen, mit anderen Sprachen vergleichen und darüber auf Deutsch Vermutungen anstellen (z.B. Singular-Pluralform, bestimmter/unbestimmter Artikel, Wortstellung in einem Fragesatz).
101AvCeTv4S2sB5bGRgXvvsqWb73vqCdL.a00;1;41;5;4;2;;1;3;00;Aufzaehlungspunkt;DE;"können, teilweise unter Anleitung, grammatische Strukturen untersuchen, mit anderen Sprachen vergleichen und Regeln ableiten; dabei können sie sich auch grammatische Übersichten zunutze machen (z.B. Zeitform, einfache Konjugation, Relativpronomen)."
101ee99H4sXMuZq4Cb6HbsudTaWkBZNkz.a01;1;41;5;5;2;;1;3;01;Aufzaehlungspunkt;DE;können die Rechtschreibung überprüfen (z.B. mithilfe eines Wörterbuchs).
101HA9qpTZvYFyyzBGdXV4Rd7sTkhBbU7.a02;1;41;6;2;1;;1;3;02;Aufzaehlungspunkt;DE;können aufgrund der erworbenen kulturellen Erfahrungen ihre Haltung gegenüber Klischees formulieren und diskutieren.
101uzDYyA6dvU5WcWbwRpcPJXxtUVt4um.a00;1;45;1;1;1;;1;3;00;Aufzaehlungspunkt;DE;können in anspruchsvollen Texten die Hauptinformationen (z.B. Ort, Zeit, Personen, Thema, Ereignis) in ihrem Zusammenhang  verstehen, wenn das Thema vertraut ist.
1016rgrkFPyXbacwFHdKeBwJ69MRZeNET.a00;1;45;1;2;1;;1;3;00;Aufzaehlungspunkt;DE;können mehrere Lesestrategien zielgerichtet einsetzen und reflektieren (z.B. Schlüsselwörter, Textstruktur, Verknüpfungen, Fragen an Texte formulieren).
101TATnygRhrrLyfmHx9AAVBGmEyU8DFh.a02;1;45;2;1;1;;1;3;02;Aufzaehlungspunkt;DE;können selbstständig weitere Methoden zur  Erschliessung von Texten anwenden.
101ckgwTa88Btm8KkBXDwLPchuX6U9Mur.a03;1;45;2;2;1;;1;3;03;Aufzaehlungspunkt;DE;können verschiedene Übersetzungen von lateinischen Textpassagen vergleichen und beurteilen (Nähe zur Ausgangs- bzw. Zielsprache).
101CAPU6w7yrXbaJCuJf9J9uUddUuB6An.a00;1;45;2;3;1;;1;3;00;Aufzaehlungspunkt;DE;können einen Text unter Anleitung nach einfachen Kriterien sprachlich und inhaltlich analysieren und deuten (z.B. Stilmittel, Emotion, Erzähler, Situation).
101G9vWcxzEVZvAsv6vPZ9eyf8tWe9hzc.a00;1;45;2;3;1;;1;3;00;Aufzaehlungspunkt;DE;können einen Text selbstständig analysieren und deuten (z.B. Textlogik).
101av7HCapUnCFfD9uehEnGLVCyLNHnaC.a00;1;45;3;1;3;;1;3;00;Aufzaehlungspunkt;DE;können die ästhetische Wirkung von kurzen, einfachen Hörtexten wahrnehmen, beschreiben und sich dazu austauschen (z.B. Rhythmus, Lautmalerei).
101V3BShJPu8cwyKVFGaUGLquLDyxk7dU.a00;1;45;3;1;3;;1;3;00;Aufzaehlungspunkt;DE;können die ästhetische Wirkung von Hörtexten, die sich an originale literarische Texte anlehnen, erkennen, begründen und sich dazu austauschen (z.B. Wortwiederholung, Stabreim).
1016daVhpDdJ2hzAfYDJF32FP9WmT5qNH;1;45;4;1;1;LAT.4.A.1.2a;2;3;;Kompetenzstufe;DE;
101XtC8myFngcNWDJE4RaUKmmkXCv5fDq.a00;1;45;5;1;1;;1;3;00;Aufzaehlungspunkt;DE;können Beispiele nennen für den Einfluss der lateinischen Sprache auf die romanischen Sprachen und Englisch (z.B. Wortschatz, Flexionen).
101XtC8myFngcNWDJE4RaUKmmkXCv5fDq.a01;1;45;5;1;1;;1;3;01;Aufzaehlungspunkt;DE;können Beispiele von Lehn- und Fremdwörtern lateinischer Herkunft in der deutschen Sprache nennen.
101aHG8sSDD5sDGv6k4f95uZZfzHs9Rve.a00;1;45;5;1;1;;1;3;00;Aufzaehlungspunkt;DE;kennen im Überblick die historischen Hintergründe, die zur Beeinflussung vieler europäischer Sprachen durch das Latein geführt haben (z.B. Vulgärlatein, Humanismus).
101Fqwe4NZbSygRrL97HVNy7x3kcd2smv.a00;1;45;5;1;2;;1;3;00;Aufzaehlungspunkt;DE;wissen, dass es Wörter lateinischen Ursprungs gibt, welche in den meisten romanischen Sprachen vorkommen und dass ihre Bedeutungen sich unterscheiden können.
101Bb3wDKJWN3P5Bt5zkRerHCxJ9KHETJ;1;45;5;1;3;LAT.5.A.3.1b;1;3;;Kompetenzstufe;DE;
101hV563hBNvyTrsMdK4TcYNz5DWHNuTy;1;45;5;2;1;LAT.5.B.1.1a;1;3;;Kompetenzstufe;DE;
101wMJqFrfnmue6G4sa9c4dx6K4cLs55n.a03;1;45;5;3;1;;1;3;03;Aufzaehlungspunkt;DE;können die grundlegenden Flexionen aktiv bilden (z.B. a-Deklination, a-Konjugation).
101BC4nP5MdJXkHUTbeZBEdzM8n6bkYcL.a02;1;45;6;4;3;;1;3;02;Aufzaehlungspunkt;DE;können innerhalb der Lerngruppe über ihre Deutungen diskutieren.
101kWRpP6XLp4atMJNPYTJuUgvusuY2vH.a00;1;45;6;4;4;;1;3;00;Aufzaehlungspunkt;DE;können einige formale und sprachliche Merkmale von lateinischen Texten erkennen, sie in Bezug zum Inhalt setzen und deren Wirkung beschreiben (z.B. rhetorischer Text, Epigramm).
1017v4TStE744sTq6zFwsWmmxuaJyvNeB.a00;1;45;4;1;1;;1;3;00;Aufzaehlungspunkt;DE;können den Lautwert der lateinischen Buchstaben und Buchstabenfolgen korrekt aussprechen (z.B. Caesar, admiratio, schola).
101SYTrbY7CfH65tbpm8n6DJL6wzys8DN.a00;1;45;5;1;3;;1;3;00;Aufzaehlungspunkt;DE;können Beobachtungen zu sprachlichen Weiterentwicklungen vom Latein zu anderen ihnen bekannten Sprachen anstellen (z.B. accent circonflexe im Französischen).
101grcrf4MFqHgt2S4vsPGtq3LFdTJ7EZ.a01;1;45;5;2;1;;1;3;01;Aufzaehlungspunkt;DE;können aus dem Kontext selber eine Bedeutung erschliessen (z.B. praemium petit - er/sie ist auf eine Belohnung erpicht).
1017dPXg352Lx2Jgmb6ETacLZRtRNBg6G.a00;1;45;5;2;1;;2;3;00;Aufzaehlungspunkt;DE;können Wörter des gelernten Wortschatzes orthographisch korrekt schreiben.
101qqHZyNL9aP7mUEn7gZkbDRPCTX3EnS.a00;1;45;5;2;2;;2;3;00;Aufzaehlungspunkt;DE;können einzelne Wortbildungsregeln im Latein unter Anleitung anwenden und in andere ihnen bekannte Sprachen übertragen.
